airtable_id,source,title,artist,status,purchase_price,currency,location,sale_price,ownership
rec5dqs6JRidqM2eM,Vendu,Sky Backdrop,Alex Israel,sold,,USD,,,10.0%
rec5mCc3qUocaj1Y0,Vendu,Down in the Dumps : So Long Sweetheart,Robert Colescott,sold,,USD,,,66.6667%
rec6Vcb50Sxw6baoV,Vendu,Patrons Saints of anomalous persons (green),Justin Caguiat,sold,,USD,,,100.0%
rec6cxLMKlmGvg2aG,Vendu,"Species from Late Jurassic, 155-148MA",Dinosaur,sold,,USD,,,100.0%
rec6p7VQk90IeezSY,Vendu,The Consultation,Issy Wood,sold,,USD,,,50.0%
rec6qQXNu6TdtishP,Vendu,Agneau à Séoul,Romuald Hazoumè,sold,,EUR,,,100.0%
rec6uS4VsDQ04NOKh,Vendu,Might feel weird,Issy Wood,sold,,USD,,,100.0%
rec6wAFITkqYp8BCo,Vendu,Lumière,Alexander Lenoir,sold,,EUR,,,100.0%
rec78jJx7yB4JCFE3,Vendu,Untitled,Robert Nava,sold,,USD,,,100.0%
rec7plQWr8uEgKWfs,Vendu,Grosser Geist Nr. 13,Thomas Schütte,sold,,USD,,,100.0%
rec8ChVQ0NJtD9vBC,Vendu,Untitled,Albert Oehlen,sold,,USD,,,100.0%
rec8Y7Ukpbc4eE0I4,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
rec8e0uSauIgbFSCj,Vendu,Not not turned on,Issy Wood,sold,,USD,,,100.0%
rec8xRCCZj165Qcnv,Vendu,Untitled (Head of a Madman),Jean-Michel Basquiat,sold,,USD,,,27.7543%
rec98xHSGqSTuro1p,Vendu,The Subtle Knife,Ariana Papademetropoulos,sold,,USD,,,100.0%
rec9GgvQROIgj0W01,Vendu,Berlin Duck #2,Joe Bradley,sold,,USD,,,25.0%
rec9T9yHVB8wXGjmA,Vendu,Gates,Cyprien Gaillard,sold,,USD,,,50.0%
rec9dLLKOLqs3oRDH,Vendu,Untitled,Jean-Michel Basquiat,sold,,USD,,,100.0%
rec9dwtS84sPI2fqH,Vendu,Chris,Henry Taylor,sold,,USD,,,100.0%
rec9hLSnCYKDZQRyh,Vendu,Untitled (Body Print),David Hammons,sold,,USD,,,100.0%
rec9pa1qVdxT1gqrl,Vendu,Joel Mesler,Joel Mesler,sold,,USD,,,100.0%
recAV3iFjicfKrL8I,Vendu,Femmes dans la nuit (Woman in the night),Joan Miro,sold,,USD,,,100.0%
recAdR74DT1r4YTzJ,Vendu,Aphrodite,Vojtech Kovarik,sold,,USD,,,100.0%
recBiz7Chsd1wT2Hh,Vendu,Untitled,Jean-Michel Basquiat,sold,,USD,,,15.5%
recBxT328p6PqqZHd,Vendu,Untitled (Poster Painting),Klara Liden,sold,,USD,Harsch,,100.0%
recC9EqT0LFveqhKK,Vendu,Untitled (Cowboy),Richard Prince,sold,,GBP,,,33.3333%
recCA9gYoXh6XxXoM,Vendu,"Sin City Sag, Fuckhead bubble-gum",Steven Parrino,sold,,USD,,,33.3333%
recCWWkgX4w12321D,Vendu,Ted Pim,Ted Pim,sold,,USD,,,100.0%
recDBbDyK4PbvlwmB,Vendu,Self Portrait,Alex Israel,sold,,USD,,,30.0%
recDW6LnGlF8LzQUf,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,30.0%
recDi9BbrxMFCt18l,Vendu,Traces,José Parlà,sold,,USD,,,100.0%
recF4Trm8fzPcN6sg,Vendu,Sunset at Warhols,Daniel Heidkamp,sold,,USD,,,100.0%
recFsO3bV2sICHdvL,Vendu,Unknown Pharaoh,Damien Hirst,sold,,USD,,,33.3333%
recFwvQ7JDwpehAdj,Vendu,Untitled,Rudolf Stingel,sold,,USD,,,10.0%
recGJRdlDI0cEW9iP,Vendu,"Important coffee table, model 1114 Pcs.4",Carlo Mollino,sold,,USD,,,100.0%
recGOuR1Wj4uhSukZ,Vendu,Amenities! Python! The Artillery of Heaven!,Issy Wood,sold,,USD,,,100.0%
recGQgUmUD4qtPhI1,Vendu,Sea Changes,Miyoko Ito,sold,,USD,,,100.0%
recGig38y4TkCHlSA,Vendu,Clipping D2 (Blue Orchid),Jonas Wood,sold,,USD,,,10.0%
recH6UE1bezRfesD3,Vendu,Minor Success,Jean-Michel Basquiat,sold,,GBP,,,33.3333%
recHKuvkxHZnQVcDh,Vendu,Boiler House,Peter Doig,sold,,USD,,,100.0%
recHe3mkM0DkbTtxB,Vendu,Untitled (Indian #9 Face 45.54),Mark Grotjahn,sold,,USD,,,28.41%
recIYsARyTWgl60eU,Vendu,The Asp in Clasp,Issy Wood,sold,,USD,,,50.0%
recIpcaRNOHMy23aS,Vendu,Untitled,Jaider Esbell,sold,,USD,,,100.0%
recJIYrvrh7CbHUSD,Vendu,The Wrong Joke,Richard Prince,sold,,USD,,,33.0%
recKCYeVpsagfjxKh,Vendu,Good Painting (Less is More),Richard Prince,sold,,USD,,,100.0%
recKTnzLQF3gAllUI,Vendu,Returning Back 1,Mosie Romney,sold,,USD,,,100.0%
recKixeNwPvJhlKx9,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,30.0%
recKwTEkxtZQjS0hb,Vendu,Riders on the Storm,Angel Otero,sold,,USD,,,100.0%
recL5pRNWm4KyfRXc,Vendu,More Than Yesterday,Cecily Brown,sold,,USD,,,50.0%
recLXU7qwLGakSfHO,Vendu,Untitled (#118),Miyoko Ito,sold,,USD,,,50.0%
recLeNilbEZtKKIyz,Vendu,Osgemeos,,sold,,USD,,,100.0%
recLjD1prFGgNVDT9,Vendu,The Moon 20190618,Wang Yuyang,sold,,EUR,,,100.0%
recLm6MqOYKtQATh5,Vendu,Murakami Flower 6758 Water Surface and Skull Face,Takashi Murakami,sold,,USD,,,100.0%
recMFepGJUOGExTOy,Vendu,Woman Crying (Comic) #20,Anne Collier,sold,,USD,,,100.0%
recMHsC8VV3XN0i73,Vendu,City Lights,Lucien Smith,sold,,USD,,,100.0%
recMSPW9xYfITmlyw,Vendu,Peg Leg,Justin Adian,sold,,USD,,,100.0%
recN3JTTsbfuh5TXD,Vendu,Writer's Bench: Grand Concourse & 149th Street BX,José Parlà,sold,,USD,,,100.0%
recN3XaZfw4T2pAiy,Vendu,All I've Heard,Richard Prince,sold,,USD,,,33.3333%
recN7B5gkrfgNbYss,Vendu,The Myth Seekers,José Parlà,sold,,USD,,,100.0%
recNByvrSSx4gwOsy,Vendu,Fur Elton John Beast chair,The Haas Brothers,sold,,USD,,,100.0%
recPZ2xLj5hJHlMbM,Vendu,Untitled,Rudolf Stingel,sold,,USD,,,50.0%
recPiYqqlf9tgwo3K,Vendu,Adrien + Halle,Elizabeth Peyton,sold,,USD,,,100.0%
recQsxPqRaA9S6d88,Vendu,Mad Cow,Christopher Wool,sold,,USD,,,8.3333%
recRJ7lLDB8aKjqr3,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
recRmER9gkG84NAK5,Vendu,F (Just fo it),David Ostrowski,sold,,USD,,,50.0%
recRnTiTGBMJ3x5BO,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
recRo1IrZDo7XCTeB,Vendu,Untitled,Wade Guyton,sold,,USD,,,33.3333%
recRqRBRHKJ0kurkG,Vendu,Time's Will,José Parlà,sold,,USD,,,100.0%
recSDts7UCTN675Ec,Vendu,Untitled (P22),Christopher Wool,sold,,USD,,,33.3333%
recSEoJQpOCybPCWy,Vendu,11pm Sunday,Lynette Yiadom-Boakye,sold,,USD,,,31.6%
recSLd8TQW6Cw5h5F,Vendu,After Courbet: 1-18,Sherrie Levine,sold,,USD,,,100.0%
recSiiGsNu0VbVRXk,Vendu,Lens,Alex Israel,sold,,USD,,,10.0%
recTn3w7sqbapy1G4,Vendu,Untitled (splashes),John M Armleder,sold,,USD,,,33.3333%
recTxi2ObvLRZuPS9,Vendu,Tim Furry Beast chair,The Haas Brothers,sold,,USD,,,100.0%
recV8W2uQ2YYOWPqH,Vendu,Unititled (cowboy),Richard Prince,sold,,USD,,,100.0%
recVotxPB1QTdvbqH,Vendu,Red Dogwood 1,Alex Katz,sold,,USD,,,100.0%
recWt7idVKumLe1Ow,Vendu,Abstraktes Bild,Gerhard Richter,sold,,USD,,,16.67%
recX9OijsSxObFb1c,Vendu,The Part that you call you,Paul Kneale,sold,,EUR,,,100.0%
recXP751rirYgy4jL,Vendu,"Every Season, All Weather",Sam Falls,sold,,USD,,,100.0%
recXoWFGnPEX96L4s,Vendu,Alien in the City (or Lean),Leelee Kimmel,sold,,USD,,,100.0%
recYIrf56JAg1tgeB,Vendu,Untitled,Laura Owens,sold,,USD,,,100.0%
recYPZZH3pHMmwpm0,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
recYxS21KFSmCCJ2s,Vendu,Make it rain,Cecily Brown,sold,,GBP,,,10.0%
recYyWtcLI0thpaWu,Vendu,Palladium Martin,Elizabeth Peyton,sold,,USD,,,50.0%
recZL1T2tv5EoujqZ,Vendu,Untitled Ropebust,Torey Thornton,sold,,USD,,,100.0%
reca0TPzwDYPpDwkH,Vendu,"Politics (I eat Politics, I sleep Politics, but I never drink Politics), 1988/89",Richard Prince,sold,,USD,,,25.0%
reca11MvPAp1I0RCW,Vendu,And If You,Christopher Wool,sold,,USD,,,5.0%
recaedkfxq7W4RR3J,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
recawIzrHQ5yBlC0Q,Vendu,Maarten Baas,,sold,,USD,,,100.0%
recb1KCM24w6LW8og,Vendu,Max,Elizabeth Peyton,sold,,USD,,,100.0%
recb1Mr1dcxylINM5,Vendu,Migrations,Leonardo Meoni,sold,,USD,,,100.0%
recb4zrs2jcjwhPfW,Vendu,Cherchez LaGhost,Rob Davis,sold,,USD,,,100.0%
recb56ZOfowGvAsCd,Vendu,Darling,Xinyi Cheng,sold,,EUR,,,100.0%
recbaDzezHVn74JCM,Vendu,"Tag um Tag guter Tag (Day by Day Good Day), Nr.1466 (night)",Peter Dreher,sold,,USD,,,100.0%
recbb2UwLs9OGq2CR,Vendu,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,,USD,,,100.0%
recbk3Vg17t1xOtnV,Vendu,Untitled,Jaider Esbell,sold,,USD,,,100.0%
reccW7cCpBV2uZMmH,Vendu,Kar Interior Kenny,Issy Wood,sold,,USD,,,100.0%
reccbHBOy9YTIkNrV,Vendu,Untitled Anxious Drawing,Rashid Johnson,sold,,USD,,,100.0%
reccvHxhexNwp8H7G,Vendu,Peinture aux Formes Variables,Daniel Buren,sold,,USD,,,25.0%
recd6YCSs3uvjk0zN,Vendu,Born to be late,Albert Oehlen,sold,,USD,,,100.0%
recdZB65ygeEaocuN,Vendu,Toward a Shore,Billy Childish,sold,,EUR,,,100.0%
recddSrR4AX9KBWNk,Vendu,Oystercatchers (Penrose Series),Rowena Hughes,sold,,EUR,,,100.0%
recf6KUxT698vwThV,Vendu,Wisteria,Lynne Drexler,sold,,USD,,,50.0%
recgGlBZSw92t5FYW,Vendu,Untitled,Wade Guyton,sold,,USD,,,33.3333%
recgxHKxDzFUiAfVk,Vendu,Untitled (Colored Butterfly White Sides 691),Mark Grotjahn,sold,,USD,,,16.6667%
rechNV2YbeY5zbpHV,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,50.0%
rechdpGRtQOle3I3k,Vendu,Melt Down : After Klein (orange),Sherrie Levine,sold,,USD,,,100.0%
rechfmf7aQKUt9NuH,Vendu,Untitled,Richard Prince,sold,,USD,,,25.0%
rechkhxmQezmYMFAM,Vendu,Huain Capac,Donna Huanca,sold,,USD,,,100.0%
reci2uogUcDHpOkPI,Vendu,L'Essentiel,Elladj Lincy Deloumeaux,sold,,EUR,,,100.0%
reciXweWi1dF8upEc,Vendu,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,,USD,,,100.0%
recj4V0qzSIaHs1M5,Vendu,Untitled / Sem Titulo,Maria Auxiliadora,sold,,USD,,,100.0%
recl0i4c7E8e1ARF5,Vendu,Untitled,Lynne Drexler,sold,,USD,,,23.53%
recl2FCNJMFTVhAh2,Vendu,"Dakar, Senegal #5,",Henry Taylor,sold,,USD,,,100.0%
recl7bYymMR6YWMds,Vendu,"Veil of Hidden Meaning, 2017-18",Damien Hirst,sold,,USD,,,50.0%
reclMkgXMpFRygkYi,Vendu,Barcode Couch,Iva Kinnaird,sold,,GBP,,,100.0%
reclW0H36NYWgcyAf,Vendu,Garden Tender,Rebecca Ackroyd,sold,,USD,,,100.0%
recm04KCAALG5rkUl,Vendu,Pyro,Jean-Michel Basquiat,sold,,USD,,,10.0%
recm3CrtKJLAv7Fqb,Vendu,Oseekos2,Petra Cortright,sold,,USD,,,100.0%
recm8gLg4p8ThU8eq,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
recmG9pO9XunIHYQ1,Vendu,"Mädchen im Sessel (Lila), 1965-1966",Gerhard Richter,sold,,USD,,,33.3333%
recmUEjqQ3NmmoOca,Vendu,Untitled,Frida Orupabo,sold,,USD,,,100.0%
recmhjdR6EW48poPe,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,30.0%
recmmKyU4b1KcT1Aj,Vendu,Danny De Voido,Louis Eisner,sold,,USD,,,100.0%
recnAs7P6vSiu6BN9,Vendu,Flowers in Vase in Blue Room,Ksenia Dermenzhi,sold,,GBP,,,100.0%
recnrVmVJq139Uc0Q,Vendu,"Untitled, Felt",Robert Morris,sold,,USD,,,50.0%
reco8vyRNbaWPC12N,Vendu,Photoshoot (Magenta),Lisa Yuskavage,sold,,USD,LG home,,100.0%
recoE9dJGhqWvMvh3,Vendu,Portrait of Apollo,Vojtech Kovarik,sold,,USD,,,50.0%
recoX2wuUaypkryzt,Vendu,Self-portrait,Alex Israel,sold,,USD,,,10.0%
recopWVciPy6Ws03p,Vendu,"Two Skulls After El Greco and Blackbird, 2017-18",Victor Man,sold,,EUR,,,100.0%
recp2PdPnG6VWjgPI,Vendu,Sometimes I Feel Like a Motherless Child,Charles White,sold,,USD,,,100.0%
recqHPp29LOGoBoF1,Vendu,Sinsational Sinthia,Steven Parrino,sold,,USD,,,33.3333%
recqNrLe5m4Yp4NVk,Vendu,Sans Titre ≠ 2,Elladj Lincy Deloumeaux,sold,,EUR,,,100.0%
recqPfMTOIRPtjgQI,Vendu,Cambrain Explosion 17,Pierre Huyghe,sold,,EUR,,,100.0%
recqQ7WUAtfdYu1VK,Vendu,"Untitled (Good News, Bad News)",Richard Prince,sold,,USD,,,34.0%
recqYPU0MB2vH4s4F,Vendu,Psyduck,Anthony Coleman,sold,,USD,Loic NYC,,100.0%
recr5ndf3SgLXgWjd,Vendu,Unitled (Flat),Alex Israel,sold,,USD,,,50.0%
recrqfYIkT1IPTYOT,Vendu,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,,USD,,,100.0%
recs6aRKzX67gLEh2,Vendu,Edward Fur-Long bench from the Beast series,The Haas Brothers,sold,,USD,,,100.0%
recs7ZHyPWkcjCSDj,Vendu,Maybe Metatron,Robert Nava,sold,,GBP,,,100.0%
recsHq3wSSIGHarwv,Vendu,Output III,Albert Oehlen,sold,,GBP,,,100.0%
recsSimDjCWUeRO00,Vendu,"Car Interior, Small World",Issy Wood,sold,,USD,,,100.0%
recsgLY5bkBsX5rTW,Vendu,Untitled,Julian Schnabel,sold,,USD,,,100.0%
rect2B4rrlUSOl3Gu,Vendu,The Age of Reason,George Condo,sold,,USD,,,50.0%
rectMIjMYuXpdTryV,Vendu,The Lady Eve,Lucien Smith,sold,,USD,,,100.0%
rectOPCVoImMxkfcc,Vendu,Untitled,Josh Smith,sold,,USD,,,100.0%
rectOX2clWFo532Hk,Vendu,Untitled,Louis Eisner,sold,,USD,,,100.0%
rectQaIDD5ibC4REj,Vendu,Don,Arthur Jafa,sold,,USD,,,100.0%
rectSHU5ykOAvZQwP,Vendu,Untitled,Israel Lund,sold,,USD,,,100.0%
rectxYOoV0gopfHKp,Vendu,Adenophora Confusa,John M Armleder,sold,,EUR,,,33.3333%
rectzeGc9pSNrjtNK,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,50.0%
recuQO8DSwSZnuykH,Vendu,Asparegus Officinals,John M Armleder,sold,,USD,,,33.3333%
recuXcg3Xeh8s0SlY,Vendu,Rat Girl,Dana Schutz,sold,,USD,,,50.0%
recua1tWjl4txUKEV,Vendu,"Concetto Spaziale, New York 64",Lucio Fontana,sold,,EUR,,,25.0%
recudKXCQW69ihZLy,Vendu,Untitled (Thank You),Joel Mesler,sold,,USD,,,100.0%
recueT1GWzjXjQsdz,Vendu,Ohne Title,Sigmar Polke,sold,,USD,,,50.0%
recugKeUK38PFVnJX,Vendu,Eliza Douglas,Eliza Douglas,sold,,USD,,,100.0%
recujINFHAerfyt2l,Vendu,Brik on Brick,Martin Wong,sold,,USD,,,100.0%
recunrABtu6PiwmWM,Vendu,Untitled,Rudolf Stingel,sold,,USD,,,30.9524%
recvTPTfW7yjv8VyT,Vendu,Surf and Turf,Angel Otero,sold,,USD,,,100.0%
recw0GFjJZVMfkuxN,Vendu,Fraught Times:For Eleven Months of the Year it's an Artwork,Philippe Parreno,sold,,EUR,,,60.0%
recwPC8bnnOAE3LNk,Vendu,Untitled (are you gonna be warm enough),Issy Wood,sold,,USD,,,100.0%
recxEpIzcK6y8Q5Mo,Vendu,Dal Pescatore,John M Armleder,sold,,USD,,,33.3333%
recxbcRPHIWqYNG1z,Vendu,SP245,Sterling Ruby,sold,,USD,,,100.0%
recxbg49UtN3bqCPm,Vendu,Répartition aléatoire de 40'000 carrés,François Morellet,sold,,EUR,,,100.0%
recxtKJqcZQqCf2TH,Vendu,Telling it over,Richard Prince,sold,,USD,,,30.0%
reczCMsY26IcGd1DL,Vendu,The Midnight Fire,Xinyi Cheng,sold,,USD,,,100.0%
reczjIGhBH6XADP3i,Vendu,"Rupture, 2019-2020",Victor Man,sold,,EUR,,,100.0%
reczphTYwRVJ5bF9u,Vendu,Bright Red,Xinyi Cheng,sold,,EUR,,,100.0%
reczxYkYsyopbkAoH,Vendu,Sculpture on pedestal 5,Piero Golia,sold,,USD,,,100.0%
